2,0.031446543,1870.5911949685535,0.0754717,1817.8301886792453
3,0.031446543,2161.4088050314467,0.0754717,2076.9245283018868
4,0.031446543,2477.4088050314467,0.0754717,2388.9245283018868
5,0.018867925,2885.0062893081763,0.0754717,2778.8364779874214
6,0.012578616,2687.9685534591194,0.0754717,2592.062893081761
7,0.006289308,2635.710691823899,0.0754717,2537.1509433962265
8,0.012578616,3082.9748427672957,0.0754717,2943.6918238993712
9,0.006289308,3280.723270440252,0.0754717,3167.7798742138366
10,0.006289308,3228.050314465409,0.0754717,3118.4025157232704
11,0.018867925,3202.062893081761,0.0754717,3107.754716981132
12,0.012578616,3216.6540880503144,0.0754717,3108.2138364779876
13,0.012578616,3214.446540880503,0.0754717,3111.867924528302
14,0.012578616,3400.0314465408806,0.0754717,3298.635220125786
15,0.012578616,3277.182389937107,0.0754717,3179.245283018868
16,0.012578616,2975.0880503144654,0.0754717,2882.182389937107
17,0.012578616,3019.069182389937,0.0754717,2905.603773584906
18,0.012578616,2966.2578616352203,0.0754717,2852.7924528301887
19,0.012578616,2909.9748427672957,0.0754717,2796.509433962264
