2,0.018867925,2361.5723270440253,0.03773585,2335.937106918239
3,0.018867925,2494.805031446541,0.03773585,2448.9937106918237
4,0.018867925,3225.4528301886794,0.03773585,3154.396226415094
5,0.018867925,3241.2955974842766,0.03773585,3202.0
6,0.018867925,3493.6792452830186,0.03773585,3457.5283018867926
7,0.012578616,3534.050314465409,0.03773585,3495.723270440252
8,0.018867925,3317.7987421383646,0.03773585,3281.937106918239
9,0.018867925,3351.3333333333335,0.03773585,3314.5283018867926
10,0.025157232,3261.874213836478,0.03773585,3221.9245283018868
11,0.012578616,3101.4150943396226,0.03773585,3051.238993710692
12,0.012578616,3218.264150943396,0.03773585,3168.0880503144654
13,0.012578616,3156.2704402515724,0.03773585,3106.0943396226417
14,0.006289308,3235.1383647798743,0.03773585,3153.811320754717
15,0.006289308,3210.2578616352203,0.03773585,3123.2704402515724
16,0.006289308,3208.069182389937,0.03773585,3126.880503144654
17,0.006289308,3416.5849056603774,0.03773585,3319.811320754717
18,0.006289308,3498.9056603773583,0.03773585,3370.3899371069183
19,0.006289308,3386.1383647798743,0.03773585,3257.0
